,Nombres,Categoría,Record
830,ABNER LLOVERAS,Lightweight,19-8-1 (W-L-D)
831,CHRISTIAN LOHSEN,Lightweight,0-0-0 (W-L-D)
832,STEVE LOPEZ,Lightweight,12-3-0 (W-L-D)
833,BRENDAN LOUGHNANE,Lightweight,16-4-0 (W-L-D)
834,WAYLON LOWE,Lightweight,10-4-0 (W-L-D)
835,JOSEPH LOWRY,Lightweight,7-2-0 (W-L-D)
836,DONG HYUN MA,Lightweight,16-11-3 (W-L-D)
837,REZA MADADI,Lightweight,14-6-0 (W-L-D)
838,DON MADGE,Lightweight,9-3-1 (W-L-D)
839,MARK MADSEN,Lightweight,12-0-0 (W-L-D)
840,LEONARDO MAFRA,Lightweight,12-3-0 (W-L-D)
841,BERNARDO MAGALHAES,Lightweight,11-3-0 (W-L-D)
842,RASHID MAGOMEDOV,Lightweight,20-2-0 (W-L-D)
843,JOHN MAGUIRE,Lightweight,18-6-0 (W-L-D)
844,HAYISAER MAHESHATE,Lightweight,1-0-0 (W-L-D)
845,JOHN MAKDESSI,Lightweight,18-7-0 (W-L-D)
846,ISLAM MAKHACHEV,Lightweight,22-1-0 (W-L-D)
847,NAZARENO MALEGARIE,Lightweight,28-5-0 (W-L-D)
848,CRISTIANO MARCELLO,Lightweight,13-6-0 (W-L-D)
849,CESAR MARSCUCCI,Lightweight,0-0-0 (W-L-D)
850,RAINY MARTINEZ,Lightweight,0-0-0 (W-L-D)
851,HENRY MARTINEZ,Lightweight,9-3-0 (W-L-D)
852,VICTOR MARTINEZ,Lightweight,1-0-0 (W-L-D)
853,ADRIANO MARTINS,Lightweight,28-9-0 (W-L-D)
854,SCOTT MCAFEE,Lightweight,6-0-0 (W-L-D)
855,MICHAEL MCBRIDE,Lightweight,8-3-0 (W-L-D)
856,CONOR MCGREGOR,Lightweight,22-6-0 (W-L-D)
857,ANDREW MCINNES,Lightweight,0-0-0 (W-L-D)
858,ANTONIO MCKEE,Lightweight,25-4-2 (W-L-D)
859,CODY MCKENZIE,Lightweight,14-4-0 (W-L-D)
860,TERRANCE MCKINNEY,Lightweight,12-4-0 (W-L-D)
861,YANCY MEDEIROS,Lightweight,15-8-0 (W-L-D)
862,UROS MEDIC,Lightweight,7-1-0 (W-L-D)
863,BRANDON MELENDEZ,Lightweight,11-5-0 (W-L-D)
864,GILBERT MELENDEZ,Lightweight,22-8-0 (W-L-D)
865,MARCELLO MELLO,Lightweight,0-0-0 (W-L-D)
866,DAVID MICHAUD,Lightweight,8-1-0 (W-L-D)
867,JIM MILLER,Lightweight,34-16-0 (W-L-D)
868,DOKONJONOSUKE MISHIMA,Lightweight,17-6-2 (W-L-D)
869,NATE MOHR,Lightweight,8-6-0 (W-L-D)
870,RENATO MOICANO,Lightweight,16-5-1 (W-L-D)
871,THIAGO MOISES,Lightweight,15-6-0 (W-L-D)
872,DAN MORET,Lightweight,13-6-0 (W-L-D)
873,JOE MORIERA,Lightweight,0-0-0 (W-L-D)
874,ANTHONY MORRISON,Lightweight,15-8-0 (W-L-D)
875,NIKOLAS MOTTA,Lightweight,1-1-0 (W-L-D)
876,QUINN MULHERN,Lightweight,18-4-0 (W-L-D)
877,JAMIE MULLARKEY,Lightweight,14-5-0 (W-L-D)
878,ALEXANDER MUNOZ,Lightweight,6-2-0 (W-L-D)
879,MAGOMED MUSTAFAEV,Lightweight,14-4-0 (W-L-D)
880,MAX MUSTAKI,Lightweight,6-3-0 (W-L-D)
881,SHANE NELSON,Lightweight,13-5-0 (W-L-D)
882,NICK NEWELL,Lightweight,14-1-0 (W-L-D)
883,RAMSEY NIJEM,Lightweight,10-5-0 (W-L-D)
884,JACK NILSSON,Lightweight,0-0-0 (W-L-D)
885,ANTHONY NJOKUANI,Lightweight,16-9-0 (W-L-D)
886,KJ NOONS,Lightweight,12-8-0 (W-L-D)
887,JASON NOVELLI,Lightweight,11-3-0 (W-L-D)
888,KHABIB NURMAGOMEDOV,Lightweight,29-0-0 (W-L-D)
889,TJ O'BRIEN,Lightweight,16-5-0 (W-L-D)
890,TREY OGDEN,Lightweight,15-5-0 (W-L-D)
891,JJ OKANOVICH,Lightweight,0-0-0 (W-L-D)
892,RAFAELLO OLIVEIRA,Lightweight,15-7-0 (W-L-D)
893,CHARLES OLIVEIRA,Lightweight,32-8-0 (W-L-D)
894,FELIPE OLIVIERI,Lightweight,14-5-0 (W-L-D)
895,CHARLIE ONTIVEROS,Lightweight,11-8-0 (W-L-D)
896,TEEMU PACKALEN,Lightweight,8-3-0 (W-L-D)
897,HARVEY PARK,Lightweight,0-0-0 (W-L-D)
898,NORMAN PARKE,Lightweight,22-5-1 (W-L-D)
899,JORGE PATINO,Lightweight,0-0-0 (W-L-D)
900,ALAN PATRICK,Lightweight,15-3-0 (W-L-D)
901,ROSS PEARSON,Lightweight,22-16-0 (W-L-D)
902,ANDRE PEDERNEIRAS,Lightweight,0-0-0 (W-L-D)
903,KURT PELLEGRINO,Lightweight,21-6-0 (W-L-D)
904,LUIS PENA,Lightweight,9-3-0 (W-L-D)
905,BJ PENN,Lightweight,16-14-2 (W-L-D)
906,FRANKIE PEREZ,Lightweight,10-4-0 (W-L-D)
907,CODY PFISTER,Lightweight,12-6-1 (W-L-D)
908,VINC PICHEL,Lightweight,14-3-0 (W-L-D)
909,PADDY PIMBLETT,Lightweight,18-3-0 (W-L-D)
910,JESUS PINEDO,Lightweight,16-5-1 (W-L-D)
911,DUSTIN POIRIER,Lightweight,28-7-0 (W-L-D)
912,JOHN POLAKOWSKI,Lightweight,2-2-0 (W-L-D)
913,DEVIN POWELL,Lightweight,9-4-0 (W-L-D)
914,CARLO PRATER,Lightweight,30-12-1 (W-L-D)
915,CLAUDIO PUELLES,Lightweight,12-2-0 (W-L-D)
916,JENS PULVER,Lightweight,22-13-1 (W-L-D)
917,MICHEL QUINONES,Lightweight,8-3-0 (W-L-D)
918,LANDON QUINONES,Lightweight,0-0-0 (W-L-D)
919,DAVI RAMOS,Lightweight,10-4-0 (W-L-D)
920,STEVIE RAY,Lightweight,23-9-0 (W-L-D)
921,LEIGH REMEDIOS,Lightweight,11-3-1 (W-L-D)
922,MARCO POLO REYES,Lightweight,8-8-0 (W-L-D)
923,MIKE RICCI,Lightweight,9-4-0 (W-L-D)
924,ALESSANDRO RICCI,Lightweight,10-5-0 (W-L-D)
925,BRAD RIDDELL,Lightweight,10-2-0 (W-L-D)
926,AARON RILEY,Lightweight,29-14-1 (W-L-D)
927,JORDAN RINALDI,Lightweight,14-7-0 (W-L-D)
928,MIKE RIO,Lightweight,9-4-0 (W-L-D)
929,DAVID ROBERTS,Lightweight,0-0-0 (W-L-D)
930,ROOSEVELT ROBERTS,Lightweight,10-3-0 (W-L-D)
931,ALVIN ROBINSON,Lightweight,10-4-0 (W-L-D)
932,VAGNER ROCHA,Lightweight,11-4-0 (W-L-D)
933,PAUL RODRIGUEZ,Lightweight,0-0-0 (W-L-D)
934,SAUL ROGERS,Lightweight,0-0-0 (W-L-D)
935,MAX ROHSKOPF,Lightweight,0-1-0 (W-L-D)
936,SHANE ROLLER,Lightweight,11-7-0 (W-L-D)
937,ANTHONY ROMERO,Lightweight,1-0-0 (W-L-D)
938,RONG ZHU,Lightweight,21-5-0 (W-L-D)
939,JESSE RONSON,Lightweight,21-11-0 (W-L-D)
940,JOAO ROQUE,Lightweight,0-0-0 (W-L-D)
941,MARCOS ROSA,Lightweight,6-6-0 (W-L-D)
942,CHARLES ROSA,Lightweight,14-7-0 (W-L-D)
943,JACOB ROSALES,Lightweight,11-5-0 (W-L-D)
944,GABE RUEDIGER,Lightweight,17-7-0 (W-L-D)
945,EDDIE RUIZ,Lightweight,7-2-0 (W-L-D)
946,JASON SAGGO,Lightweight,12-4-0 (W-L-D)
947,LUKASZ SAJEWSKI,Lightweight,13-3-0 (W-L-D)
948,JUSTIN SALAS,Lightweight,12-7-0 (W-L-D)
949,SHAHEEN SANTANA,Lightweight,0-1-0 (W-L-D)
950,PAULO SANTOS,Lightweight,0-0-0 (W-L-D)
951,LEONARDO SANTOS,Lightweight,18-6-1 (W-L-D)
952,NICK SANZO,Lightweight,0-0-0 (W-L-D)
953,DIEGO SARAIVA,Lightweight,9-6-1 (W-L-D)
954,PAUL SASS,Lightweight,13-2-0 (W-L-D)
955,CHRIS SAUNDERS,Lightweight,9-3-0 (W-L-D)
956,TOWNSEND SAUNDERS,Lightweight,0-0-0 (W-L-D)
957,MATT SAYLES,Lightweight,8-4-0 (W-L-D)
958,SAMY SCHIAVO,Lightweight,10-6-0 (W-L-D)
959,KAMAL SHALORUS,Lightweight,7-3-2 (W-L-D)
960,SEAN SHERK,Lightweight,38-4-1 (W-L-D)
961,JOSH SHOCKLEY,Lightweight,11-4-0 (W-L-D)
962,JOAQUIM SILVA,Lightweight,11-4-0 (W-L-D)
963,FELIPE SILVA,Lightweight,8-2-0 (W-L-D)
964,LEANDRO SILVA,Lightweight,19-4-1 (W-L-D)
965,ELIAS SILVERIO,Lightweight,11-2-0 (W-L-D)
966,TONY SIMS,Lightweight,12-4-0 (W-L-D)
967,DEVONTE SMITH,Lightweight,11-4-0 (W-L-D)
968,COLTON SMITH,Lightweight,6-4-0 (W-L-D)
969,RICHIE SMULLEN,Lightweight,3-1-1 (W-L-D)
970,JOE SOLECKI,Lightweight,11-3-0 (W-L-D)
971,JIN SOO SON,Lightweight,9-4-0 (W-L-D)
972,GEORGE SOTIROPOULOS,Lightweight,14-6-0 (W-L-D)
973,JEREMY STEPHENS,Lightweight,28-19-0 (W-L-D)
974,SAM STOUT,Lightweight,21-12-1 (W-L-D)
975,GERALD STREBENDT,Lightweight,7-3-0 (W-L-D)
976,JOSH STUART,Lightweight,0-0-0 (W-L-D)
977,GENKI SUDO,Lightweight,13-3-1 (W-L-D)
978,MARTIN SVENSSON,Lightweight,14-6-0 (W-L-D)
979,KEVIN SYLER,Lightweight,10-1-0 (W-L-D)
980,EUGENIO TADEU,Lightweight,0-0-0 (W-L-D)
981,MAIRBEK TAISUMOV,Lightweight,27-6-0 (W-L-D)
982,YOSHIKI TAKAHASHI,Lightweight,0-0-0 (W-L-D)
983,AKITOSHI TAMURA,Lightweight,0-0-0 (W-L-D)
984,PAUL TAYLOR,Lightweight,11-6-1 (W-L-D)
985,JAMES TERRY,Lightweight,0-0-0 (W-L-D)
986,DAVID TEYMUR,Lightweight,8-2-0 (W-L-D)
987,DIN THOMAS,Lightweight,23-9-0 (W-L-D)
988,JOSH THOMSON,Lightweight,20-8-0 (W-L-D)
989,GLEISON TIBAU,Lightweight,40-14-0 (W-L-D)
990,ILIA TOPURIA,Lightweight,12-0-0 (W-L-D)
991,RONYS TORRES,Lightweight,18-3-0 (W-L-D)
992,MANUEL TORRES,Lightweight,1-0-0 (W-L-D)
993,FRANCISCO TREVINO,Lightweight,12-2-0 (W-L-D)
994,ABEL TRUJILLO,Lightweight,15-8-0 (W-L-D)
995,ARMAN TSARUKYAN,Lightweight,18-2-0 (W-L-D)
996,JON TUCK,Lightweight,10-5-0 (W-L-D)
997,COURTNEY TURNER,Lightweight,0-0-0 (W-L-D)
998,JALIN TURNER,Lightweight,13-5-0 (W-L-D)
999,AUSTIN TWEEDY,Lightweight,8-2-0 (W-L-D)
1000,CAOL UNO,Lightweight,25-13-5 (W-L-D)
1001,GENARO VALDEZ,Lightweight,10-1-0 (W-L-D)
1002,ISAAC VALLIE-FLAGG,Lightweight,14-5-1 (W-L-D)
1003,CAMERON VANCAMP,Lightweight,0-0-0 (W-L-D)
1004,KAZULA VARGAS,Lightweight,12-5-0 (W-L-D)
1005,JAMIE VARNER,Lightweight,21-11-1 (W-L-D)
1006,YURI VAULIN,Lightweight,0-0-0 (W-L-D)
1007,MATT VEACH,Lightweight,11-2-0 (W-L-D)
1008,DAVID VELASQUEZ,Lightweight,0-0-0 (W-L-D)
1009,LUIGI VENDRAMINI,Lightweight,9-3-0 (W-L-D)
1010,JOE VERES,Lightweight,5-3-0 (W-L-D)
1011,JACOB VOLKMANN,Lightweight,15-4-0 (W-L-D)
1012,CHRIS WADE,Lightweight,12-3-0 (W-L-D)
1013,BEN WALL,Lightweight,7-2-1 (W-L-D)
1014,JAMES WALLACE,Lightweight,9-2-0 (W-L-D)
1015,ANDY WANG,Lightweight,8-6-0 (W-L-D)
1016,CURT WARBURTON,Lightweight,7-3-0 (W-L-D)
1017,KYLE WATSON,Lightweight,16-8-1 (W-L-D)
1018,BROK WEAVER,Lightweight,15-6-0 (W-L-D)
1019,PATRIK WHITE,Lightweight,0-1-0 (W-L-D)
1020,ALEX WHITE,Lightweight,13-6-0 (W-L-D)
1021,GARETT WHITELEY,Lightweight,8-3-0 (W-L-D)
1022,JUSTIN WILCOX,Lightweight,0-0-0 (W-L-D)
1023,AARON WILKINSON,Lightweight,6-4-0 (W-L-D)
1024,MATT WIMAN,Lightweight,16-10-0 (W-L-D)
1025,ANDRE WINNER,Lightweight,12-6-1 (W-L-D)
1026,KHAMA WORTHY,Lightweight,16-9-0 (W-L-D)
1027,MARCIN WRZOSEK,Lightweight,10-4-0 (W-L-D)
1028,ALEXANDER YAKOVLEV,Lightweight,24-10-1 (W-L-D)
1029,SANG HOON YOO,Lightweight,0-0-0 (W-L-D)
1030,DANIEL ZELLHUBER,Lightweight,1-0-0 (W-L-D)
1031,TIEQUAN ZHANG,Lightweight,18-4-0 (W-L-D)
1032,FARÈS ZIAM,Lightweight,12-4-0 (W-L-D)
1033,ALLAN ZUNIGA,Lightweight,13-2-0 (W-L-D)
1034,DAICHI ABE,Welterweight,6-1-0 (W-L-D)
1035,MARCELLO AGUIAR,Welterweight,0-0-0 (W-L-D)
1036,CHRISTIAN AGUILERA,Welterweight,14-8-0 (W-L-D)
1037,YOSHIHIRO AKIYAMA,Welterweight,15-6-0 (W-L-D)
1038,ROSTEM AKMAN,Welterweight,0-2-0 (W-L-D)
1039,HECTOR ALDANA,Welterweight,4-2-0 (W-L-D)
1040,OLAF ALFONSO,Welterweight,0-0-0 (W-L-D)
1041,SULTAN ALIEV,Welterweight,15-3-0 (W-L-D)
1042,BENNY ALLOWAY,Welterweight,13-6-0 (W-L-D)
1043,RICARDO ALMEIDA,Welterweight,13-4-0 (W-L-D)
1044,WARLLEY ALVES,Welterweight,15-5-0 (W-L-D)
1045,THIAGO ALVES,Welterweight,28-15-0 (W-L-D)
1046,AMILCAR ALVES,Welterweight,11-3-0 (W-L-D)
1047,ADLAN AMAGOV,Welterweight,13-2-1 (W-L-D)
1048,VISCARDI ANDRADE,Welterweight,19-7-0 (W-L-D)
1049,WANG ANYING,Welterweight,2-2-0 (W-L-D)
1050,SHINSHO ANZAI,Welterweight,10-2-0 (W-L-D)
1051,ROMIE ARAM,Welterweight,6-0-0 (W-L-D)
1052,IGOR ARAUJO,Welterweight,25-8-0 (W-L-D)
1053,MATT ARROYO,Welterweight,3-3-0 (W-L-D)
1054,BEN ASKREN,Welterweight,19-2-0 (W-L-D)
1055,RICH ATTONITO,Welterweight,10-5-0 (W-L-D)
1056,SETH BACZYNSKI,Welterweight,18-11-0 (W-L-D)
1057,MIGUEL BAEZA,Welterweight,10-3-0 (W-L-D)
1058,SIYAR BAHADURZADA,Welterweight,24-8-1 (W-L-D)
1059,BRYAN BARBERENA,Welterweight,17-8-0 (W-L-D)
1060,DAN BARRERA,Welterweight,1-1-0 (W-L-D)
1061,ALEXANDRE BARROS,Welterweight,13-6-0 (W-L-D)
1062,DEAN BARRY,Welterweight,4-1-0 (W-L-D)
1063,LANCE BENOIST,Welterweight,7-2-0 (W-L-D)
1064,STEVE BERGER,Welterweight,15-6-3 (W-L-D)
1065,BRAD BLACKBURN,Welterweight,15-11-1 (W-L-D)
1066,GALORE BOFANDO,Welterweight,5-3-0 (W-L-D)
1067,CALEN BORN,Welterweight,7-1-0 (W-L-D)
1068,PAUL BRADLEY,Welterweight,18-4-0 (W-L-D)
1069,SEAN BRADY,Welterweight,15-0-0 (W-L-D)
1070,RAMIZ BRAHIMAJ,Welterweight,10-4-0 (W-L-D)
1071,CHRIS BRENNAN,Welterweight,11-5-1 (W-L-D)
1072,RANDY BROWN,Welterweight,14-4-0 (W-L-D)
1073,MATT BROWN,Welterweight,25-19-0 (W-L-D)
1074,STEVE BRUNO,Welterweight,13-5-0 (W-L-D)
1075,JOSHUA BURKMAN,Welterweight,29-17-0 (W-L-D)
1076,JUSTIN BURLINSON,Welterweight,0-0-0 (W-L-D)
1077,KEVIN BURNS,Welterweight,8-4-0 (W-L-D)
1078,GILBERT BURNS,Welterweight,20-5-0 (W-L-D)
1079,NAH-SHON BURRELL,Welterweight,9-3-0 (W-L-D)
1080,BRIAN CAMOZZI,Welterweight,7-5-0 (W-L-D)
1081,ROAN CARNEIRO,Welterweight,21-11-0 (W-L-D)
1082,SHONIE CARTER,Welterweight,66-14-7 (W-L-D)
1083,GIL CASTILLO,Welterweight,17-2-0 (W-L-D)
1084,LUAN CHAGAS,Welterweight,15-2-1 (W-L-D)
1085,ANSAR CHALANGOV,Welterweight,7-2-0 (W-L-D)
1086,ALBERT CHENG,Welterweight,2-4-0 (W-L-D)
1087,MICHAEL CHIESA,Welterweight,18-6-0 (W-L-D)
1088,KHAMZAT CHIMAEV,Welterweight,11-0-0 (W-L-D)
1089,RYO CHONAN,Welterweight,15-10-0 (W-L-D)
1090,LAVERNE CLARK,Welterweight,0-0-0 (W-L-D)
1091,CHRIS CLEMENTS,Welterweight,12-5-0 (W-L-D)
1092,CARLOS CONDIT,Welterweight,32-14-0 (W-L-D)
1093,CHRIS COPE,Welterweight,5-4-0 (W-L-D)
1094,KIT COPE,Welterweight,0-0-0 (W-L-D)
1095,MICHAEL CORA,Welterweight,4-2-0 (W-L-D)
1096,ORION COSCE,Welterweight,7-1-0 (W-L-D)
1097,LOUIS COSCE,Welterweight,7-1-0 (W-L-D)
1098,PATRICK COTE,Welterweight,24-11-0 (W-L-D)
1099,COLBY COVINGTON,Welterweight,17-3-0 (W-L-D)
1100,NATHAN COY,Welterweight,15-7-0 (W-L-D)
1101,DAN CRAMER,Welterweight,1-1-0 (W-L-D)
1102,EDILBERTO CROCOTA,Welterweight,10-1-1 (W-L-D)
1103,LUKE CUMMO,Welterweight,9-6-0 (W-L-D)
1104,NICOLAS DALBY,Welterweight,16-3-1 (W-L-D)
1105,PAUL DALEY,Welterweight,29-12-2 (W-L-D)
1106,LEONARDO DAMIANI,Welterweight,0-1-0 (W-L-D)
1107,JORGE DE OLIVEIRA,Welterweight,7-2-0 (W-L-D)
1108,JACK DELLA MADDALENA,Welterweight,11-2-0 (W-L-D)
1109,TONY DESOUZA,Welterweight,10-4-0 (W-L-D)
1110,BLOOD DIAMOND,Welterweight,3-1-0 (W-L-D)
1111,NATE DIAZ,Welterweight,21-13-0 (W-L-D)
1112,MATT DIXON,Welterweight,9-1-0 (W-L-D)
1113,ELIZEU DOS SANTOS,Welterweight,23-7-0 (W-L-D)
1114,LUIZ DUTRA,Welterweight,11-4-1 (W-L-D)
1115,MATT DWYER,Welterweight,8-4-0 (W-L-D)
1116,BEN EARWOOD,Welterweight,0-0-0 (W-L-D)
1117,BRIAN EBERSOLE,Welterweight,51-17-1 (W-L-D)
1118,LEON EDWARDS,Welterweight,19-3-0 (W-L-D)
1119,TOM EGAN,Welterweight,4-1-0 (W-L-D)
1120,EVAN ELDER,Welterweight,0-0-0 (W-L-D)
1121,JAKE ELLENBERGER,Welterweight,31-15-0 (W-L-D)
1122,RAMAZAN EMEEV,Welterweight,20-5-0 (W-L-D)
1123,OLIVER ENKAMP,Welterweight,7-1-0 (W-L-D)
1124,RINAT FAKHRETDINOV,Welterweight,0-0-0 (W-L-D)
1125,BRODIE FARBER,Welterweight,13-5-0 (W-L-D)
1126,RICO FARRINGTON,Welterweight,0-0-0 (W-L-D)
1127,CJ FERNANDES,Welterweight,0-0-0 (W-L-D)
1128,ANDRE FIALHO,Welterweight,15-4-0 (W-L-D)
1129,DREW FICKETT,Welterweight,31-5-0 (W-L-D)
1130,LUIGI FIORAVANTI,Welterweight,13-5-0 (W-L-D)
1131,JON FITCH,Welterweight,27-5-1 (W-L-D)
1132,AJ FLETCHER,Welterweight,9-1-0 (W-L-D)
1133,BRIAN FOSTER,Welterweight,17-5-0 (W-L-D)
1134,RICARDO FUNCH,Welterweight,8-4-0 (W-L-D)
1135,MICKEY GALL,Welterweight,7-5-0 (W-L-D)
1136,TOM GALLICCHIO,Welterweight,19-11-0 (W-L-D)
1137,EDGAR GARCIA,Welterweight,14-5-0 (W-L-D)
1138,ALEX GARCIA,Welterweight,15-5-0 (W-L-D)
1139,IAN GARRY,Welterweight,2-0-0 (W-L-D)
1140,BRIAN GASSAWAY,Welterweight,24-17-3 (W-L-D)
1141,PAUL GEORGIEFF,Welterweight,7-2-0 (W-L-D)
1142,TIKI GHOSN,Welterweight,8-5-0 (W-L-D)
1143,JAMES GIBOO,Welterweight,11-3-0 (W-L-D)
1144,TREVIN GILES,Welterweight,14-4-0 (W-L-D)
1145,JASON GILLIAM,Welterweight,11-1-0 (W-L-D)
1146,MICHEAL GILLMORE,Welterweight,6-5-0 (W-L-D)
1147,EDSON GOMEZ,Welterweight,0-1-0 (W-L-D)
1148,AKIHIRO GONO,Welterweight,28-14-7 (W-L-D)
1149,LEWIS GONZALEZ,Welterweight,10-2-0 (W-L-D)
1150,LYMAN GOOD,Welterweight,21-6-0 (W-L-D)
1151,JARED GOODEN,Welterweight,18-7-0 (W-L-D)
1152,JONATHAN GOULET,Welterweight,22-11-0 (W-L-D)
1153,RENZO GRACIE,Welterweight,13-7-1 (W-L-D)
1154,DWIGHT GRANT,Welterweight,11-4-0 (W-L-D)
1155,MICHAEL GRAVES,Welterweight,6-0-1 (W-L-D)
1156,GABRIEL GREEN,Welterweight,10-3-0 (W-L-D)
1157,MAX GRIFFIN,Welterweight,18-9-0 (W-L-D)
1158,VIK GRUJIC,Welterweight,7-5-0 (W-L-D)
1159,BRAD GUMM,Welterweight,0-0-0 (W-L-D)
1160,MIKE GUYMON,Welterweight,13-5-1 (W-L-D)
1161,DAN HARDY,Welterweight,25-10-0 (W-L-D)
1162,CARLSTON HARRIS,Welterweight,17-5-0 (W-L-D)
1163,CLAY HARVISON,Welterweight,9-5-0 (W-L-D)
1164,HAYDER HASSAN,Welterweight,6-3-0 (W-L-D)
1165,JOHN HATHAWAY,Welterweight,17-2-0 (W-L-D)
1166,JOSH HAYNES,Welterweight,9-7-0 (W-L-D)
1167,JAMES HEAD,Welterweight,9-4-0 (W-L-D)
1168,CHRIS HEATHERLY,Welterweight,8-3-0 (W-L-D)
1169,JAKE HECHT,Welterweight,11-4-0 (W-L-D)
1170,BENSON HENDERSON,Welterweight,23-5-0 (W-L-D)
1171,ALVARO HERRERA,Welterweight,9-6-0 (W-L-D)
1172,JAY HIERON,Welterweight,23-7-0 (W-L-D)
1173,RICHIE HIGHTOWER,Welterweight,7-2-0 (W-L-D)
1174,TYLER HILL,Welterweight,6-1-0 (W-L-D)
1175,KUNIYOSHI HIRONAKA,Welterweight,11-5-0 (W-L-D)
1176,KEVIN HOLLAND,Welterweight,22-7-0 (W-L-D)
1177,SABAH HOMASI,Welterweight,11-8-0 (W-L-D)
1178,JOHN HOWARD,Welterweight,23-12-0 (W-L-D)
1179,MATT HUGHES,Welterweight,46-9-0 (W-L-D)
1180,CHRIS INDICH,Welterweight,5-3-0 (W-L-D)
1181,ANTHONY IVY,Welterweight,8-4-0 (W-L-D)
1182,JEREMY JACKSON,Welterweight,9-4-0 (W-L-D)
1183,JASON JACKSON,Welterweight,7-3-0 (W-L-D)
1184,MIKE JACKSON,Welterweight,0-1-0 (W-L-D)
1185,BROCK JARDINE,Welterweight,9-3-0 (W-L-D)
1186,KYLE JENSEN,Welterweight,0-0-0 (W-L-D)
1187,RONALD JHUN,Welterweight,26-12-2 (W-L-D)
1188,LI JINGLIANG,Welterweight,18-7-0 (W-L-D)
1189,PHIL JOHNS,Welterweight,0-0-0 (W-L-D)
1190,DAMARQUES JOHNSON,Welterweight,18-12-0 (W-L-D)
1191,JEFF JOSLIN,Welterweight,5-3-0 (W-L-D)
1192,ALAN JOUBAN,Welterweight,17-7-0 (W-L-D)
1193,LUKE JUMEAU,Welterweight,13-5-0 (W-L-D)
1194,MARTIN KAMPMANN,Welterweight,20-7-0 (W-L-D)
1195,ALEX KARALEXIS,Welterweight,8-2-0 (W-L-D)
1196,IMPA KASANGANAY,Welterweight,9-2-0 (W-L-D)
1197,SONG KENAN,Welterweight,18-6-0 (W-L-D)
1198,STEVEN KENNEDY,Welterweight,22-8-0 (W-L-D)
1199,RUSTAM KHABILOV,Welterweight,24-4-0 (W-L-D)
1200,SERGEY KHANDOZHKO,Welterweight,27-6-1 (W-L-D)
1201,DONG HYUN KIM,Welterweight,22-4-1 (W-L-D)
1202,ERIK KOCH,Welterweight,16-6-0 (W-L-D)
1203,JOHN KOLOSCI,Welterweight,8-5-0 (W-L-D)
1204,JON KOPPENHAVER,Welterweight,6-2-0 (W-L-D)
1205,JOSH KOSCHECK,Welterweight,19-10-0 (W-L-D)
1206,DERRICK KRANTZ,Welterweight,24-12-0 (W-L-D)
1207,JAMES KRAUSE,Welterweight,28-9-0 (W-L-D)
1208,PASCAL KRAUSS,Welterweight,11-2-0 (W-L-D)
1209,ALEKSEI KUNCHENKO,Welterweight,20-2-0 (W-L-D)
1210,KIICHI KUNIMOTO,Welterweight,19-6-2 (W-L-D)
1211,KOREY KUPPE,Welterweight,8-4-0 (W-L-D)
1212,RYAN LAFLARE,Welterweight,13-3-0 (W-L-D)
1213,YOHAN LAINESSE LAINESSE,Welterweight,1-0-0 (W-L-D)
1214,SEAN LALLY,Welterweight,8-4-0 (W-L-D)
1215,CHAD LAPRISE,Welterweight,14-4-0 (W-L-D)
1216,ANTHONY LAPSLEY,Welterweight,25-7-0 (W-L-D)
1217,LORENZ LARKIN,Welterweight,18-5-0 (W-L-D)
1218,BROCK LARSON,Welterweight,27-4-0 (W-L-D)
1219,MOUNIR LAZZEZ,Welterweight,11-2-0 (W-L-D)
1220,KEVIN LEE,Welterweight,18-7-0 (W-L-D)
1221,JESSE LENNOX,Welterweight,15-3-0 (W-L-D)
1222,FRANK LESTER,Welterweight,3-5-0 (W-L-D)
1223,ZACH LIGHT,Welterweight,5-1-0 (W-L-D)
1224,HYUN GYU LIM,Welterweight,13-7-1 (W-L-D)
1225,DHIEGO LIMA,Welterweight,17-9-0 (W-L-D)
1226,MICHAEL LOMBARDO,Welterweight,11-2-0 (W-L-D)
1227,ANGE LOOSA,Welterweight,8-3-0 (W-L-D)
1228,JORGE LOPEZ,Welterweight,11-3-0 (W-L-D)
1229,DUANE LUDWIG,Welterweight,29-14-0 (W-L-D)
1230,VICENTE LUQUE,Welterweight,21-8-1 (W-L-D)
1231,STEVIE LYNCH,Welterweight,4-0-0 (W-L-D)
1232,CHRIS LYTLE,Welterweight,41-18-4 (W-L-D)
1233,WILLIAM MACARIO,Welterweight,8-3-0 (W-L-D)
1234,RORY MACDONALD,Welterweight,18-4-0 (W-L-D)
1235,RYAN MADIGAN,Welterweight,5-1-0 (W-L-D)
1236,NEIL MAGNY,Welterweight,26-9-0 (W-L-D)
1237,DEMIAN MAIA,Welterweight,28-11-0 (W-L-D)
1238,MIKE MALOTT,Welterweight,2-0-0 (W-L-D)
1239,TROY MANDALONIZ,Welterweight,3-2-0 (W-L-D)
1240,JON MANLEY,Welterweight,7-3-0 (W-L-D)
1241,WILLIAM MARCARIO,Welterweight,0-0-0 (W-L-D)
1242,ENRIQUE MARIN,Welterweight,9-4-0 (W-L-D)
1243,RORY MARKHAM,Welterweight,16-6-0 (W-L-D)
1244,ANTHONY ROCCO MARTIN,Welterweight,17-6-0 (W-L-D)
